too long...

root@comp3134-Winter2023:~# 20:29:02.771708 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 610192:610348, ack 325, win 570, length 156
20:29:02.842562 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 744248:744404, ack 397, win 570, length 156
20:29:02.842629 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 744404:744560, ack 397, win 570, length 156
20:29:02.842702 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 744560:744716, ack 397, win 570, length 156
20:29:02.842753 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 744716:744872, ack 397, win 570, length 156
20:29:02.842810 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 744872:745028, ack 397, win 570, length 156
20:29:02.842864 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745028:745184, ack 397, win 570, length 156
20:29:02.842918 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745184:745340, ack 397, win 570, length 156
20:29:02.842964 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745340:745496, ack 397, win 570, length 156
20:29:02.843008 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745496:745652, ack 397, win 570, length 156
20:29:02.843058 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745652:745808, ack 397, win 570, length 156
20:29:02.843104 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745808:745964, ack 397, win 570, length 156
20:29:02.843156 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 745964:746120, ack 397, win 570, length 156
20:29:02.843209 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746120:746276, ack 397, win 570, length 156
20:29:02.843279 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746276:746432, ack 397, win 570, length 156
20:29:02.843336 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746432:746588, ack 397, win 570, length 156
20:29:02.843388 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746588:746744, ack 397, win 570, length 156
20:29:02.843442 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746744:746900, ack 397, win 570, length 156
20:29:02.843497 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 746900:747056, ack 397, win 570, length 156
20:29:02.843545 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747056:747212, ack 397, win 570, length 156
20:29:02.843592 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747212:747368, ack 397, win 570, length 156
20:29:02.843641 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747368:747524, ack 397, win 570, length 156
20:29:02.843689 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747524:747680, ack 397, win 570, length 156
20:29:02.843738 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747680:747836, ack 397, win 570, length 156
20:29:02.843786 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747836:747992, ack 397, win 570, length 156
20:29:02.843833 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 747992:748148, ack 397, win 570, length 156
20:29:02.843888 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 748148:748304, ack 397, win 570, length 156
20:29:02.843951 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 748304:748460, ack 397, win 570, length 156
20:29:02.844005 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 748460:748616, ack 397, win 570, length 156
20:29:02.848683 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 707016, win 17976, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 710604, win 17976, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 715284, win 17974, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 716584, win 17976, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 717676, win 17971, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 719704, win 17976, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 724696, win 17976, length 0
20:29:02.848684 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 728752, win 17976, length 0
20:29:02.848770 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 748616:748772, ack 397, win 570, length 156
20:29:02.849126 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 748772:749760, ack 397, win 570, length 988
20:29:02.849264 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 749760:749916, ack 397, win 570, length 156
20:29:02.849342 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 749916:750072, ack 397, win 570, length 156
20:29:02.849398 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750072:750228, ack 397, win 570, length 156
20:29:02.849445 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750228:750384, ack 397, win 570, length 156
20:29:02.849493 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750384:750540, ack 397, win 570, length 156
20:29:02.849541 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750540:750696, ack 397, win 570, length 156
20:29:02.849592 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750696:750852, ack 397, win 570, length 156
20:29:02.849639 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 750852:751008, ack 397, win 570, length 156
20:29:02.849686 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751008:751164, ack 397, win 570, length 156
20:29:02.849732 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751164:751320, ack 397, win 570, length 156
20:29:02.849782 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751320:751476, ack 397, win 570, length 156
20:29:02.849832 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751476:751632, ack 397, win 570, length 156
20:29:02.849974 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751632:751788, ack 397, win 570, length 156
20:29:02.850229 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751788:751944, ack 397, win 570, length 156
20:29:02.850349 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 751944:752100, ack 397, win 570, length 156
20:29:02.850405 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752100:752256, ack 397, win 570, length 156
20:29:02.850451 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752256:752412, ack 397, win 570, length 156
20:29:02.850498 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752412:752568, ack 397, win 570, length 156
20:29:02.850545 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752568:752724, ack 397, win 570, length 156
20:29:02.850592 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752724:752880, ack 397, win 570, length 156
20:29:02.850639 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 752880:753036, ack 397, win 570, length 156
20:29:02.850725 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753036:753192, ack 397, win 570, length 156
20:29:02.850776 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753192:753348, ack 397, win 570, length 156
20:29:02.850821 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753348:753504, ack 397, win 570, length 156
20:29:02.850875 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753504:753660, ack 397, win 570, length 156
20:29:02.850922 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753660:753816, ack 397, win 570, length 156
20:29:02.850964 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753816:753972, ack 397, win 570, length 156
20:29:02.851008 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 753972:754128, ack 397, win 570, length 156
20:29:02.851054 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754128:754284, ack 397, win 570, length 156
20:29:02.851101 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754284:754440, ack 397, win 570, length 156
20:29:02.851212 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754440:754596, ack 397, win 570, length 156
20:29:02.851264 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754596:754752, ack 397, win 570, length 156
20:29:02.851311 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754752:754908, ack 397, win 570, length 156
20:29:02.851356 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 754908:755064, ack 397, win 570, length 156
20:29:02.851420 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755064:755220, ack 397, win 570, length 156
20:29:02.851471 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755220:755376, ack 397, win 570, length 156
20:29:02.851518 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755376:755532, ack 397, win 570, length 156
20:29:02.851570 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755532:755688, ack 397, win 570, length 156
20:29:02.851621 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755688:755844, ack 397, win 570, length 156
20:29:02.851668 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 755844:756000, ack 397, win 570, length 156
20:29:02.851728 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756000:756156, ack 397, win 570, length 156
20:29:02.851777 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756156:756312, ack 397, win 570, length 156
20:29:02.852060 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756312:756468, ack 397, win 570, length 156
20:29:02.852149 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756468:756624, ack 397, win 570, length 156
20:29:02.852213 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756624:756780, ack 397, win 570, length 156
20:29:02.852271 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756780:756936, ack 397, win 570, length 156
20:29:02.852328 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 756936:757092, ack 397, win 570, length 156
20:29:02.852377 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757092:757248, ack 397, win 570, length 156
20:29:02.852426 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757248:757404, ack 397, win 570, length 156
20:29:02.852577 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757404:757560, ack 397, win 570, length 156
20:29:02.852653 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757560:757716, ack 397, win 570, length 156
20:29:02.852704 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757716:757872, ack 397, win 570, length 156
20:29:02.852755 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 757872:758028, ack 397, win 570, length 156
20:29:02.852804 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758028:758184, ack 397, win 570, length 156
20:29:02.852876 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758184:758340, ack 397, win 570, length 156
20:29:02.852934 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758340:758496, ack 397, win 570, length 156
20:29:02.852987 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758496:758652, ack 397, win 570, length 156
20:29:02.853036 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758652:758808, ack 397, win 570, length 156
20:29:02.853083 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758808:758964, ack 397, win 570, length 156
20:29:02.853132 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 758964:759120, ack 397, win 570, length 156
20:29:02.853198 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759120:759276, ack 397, win 570, length 156
20:29:02.853251 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759276:759432, ack 397, win 570, length 156
20:29:02.853298 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759432:759588, ack 397, win 570, length 156
20:29:02.853353 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759588:759744, ack 397, win 570, length 156
20:29:02.853557 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759744:759900, ack 397, win 570, length 156
20:29:02.853617 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 759900:760056, ack 397, win 570, length 156
20:29:02.853675 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760056:760212, ack 397, win 570, length 156
20:29:02.853720 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760212:760368, ack 397, win 570, length 156
20:29:02.853779 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760368:760524, ack 397, win 570, length 156
20:29:02.853839 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760524:760680, ack 397, win 570, length 156
20:29:02.853891 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760680:760836, ack 397, win 570, length 156
20:29:02.853952 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760836:760992, ack 397, win 570, length 156
20:29:02.853999 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 760992:761148, ack 397, win 570, length 156
20:29:02.854046 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761148:761304, ack 397, win 570, length 156
20:29:02.854103 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761304:761460, ack 397, win 570, length 156
20:29:02.854153 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761460:761616, ack 397, win 570, length 156
20:29:02.854203 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761616:761772, ack 397, win 570, length 156
20:29:02.854259 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761772:761928, ack 397, win 570, length 156
20:29:02.854309 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 761928:762084, ack 397, win 570, length 156
20:29:02.854356 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762084:762240, ack 397, win 570, length 156
20:29:02.854408 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762240:762396, ack 397, win 570, length 156
20:29:02.854818 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762396:762552, ack 397, win 570, length 156
20:29:02.854914 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762552:762708, ack 397, win 570, length 156
20:29:02.854968 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762708:762864, ack 397, win 570, length 156
20:29:02.855018 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 762864:763020, ack 397, win 570, length 156
20:29:02.855068 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763020:763176, ack 397, win 570, length 156
20:29:02.855426 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763176:763332, ack 397, win 570, length 156
20:29:02.855520 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763332:763488, ack 397, win 570, length 156
20:29:02.855579 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763488:763644, ack 397, win 570, length 156
20:29:02.855634 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763644:763800, ack 397, win 570, length 156
20:29:02.855688 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763800:763956, ack 397, win 570, length 156
20:29:02.855739 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 763956:764112, ack 397, win 570, length 156
20:29:02.855786 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764112:764268, ack 397, win 570, length 156
20:29:02.855836 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764268:764424, ack 397, win 570, length 156
20:29:02.855884 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764424:764580, ack 397, win 570, length 156
20:29:02.855974 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764580:764736, ack 397, win 570, length 156
20:29:02.856029 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764736:764892, ack 397, win 570, length 156
20:29:02.856080 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 764892:765048, ack 397, win 570, length 156
20:29:02.856137 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765048:765204, ack 397, win 570, length 156
20:29:02.856216 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765204:765360, ack 397, win 570, length 156
20:29:02.856264 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765360:765516, ack 397, win 570, length 156
20:29:02.856317 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765516:765672, ack 397, win 570, length 156
20:29:02.856366 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765672:765828, ack 397, win 570, length 156
20:29:02.856415 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765828:765984, ack 397, win 570, length 156
20:29:02.856463 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 765984:766140, ack 397, win 570, length 156
20:29:02.856900 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766140:766296, ack 397, win 570, length 156
20:29:02.856999 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766296:766452, ack 397, win 570, length 156
20:29:02.857109 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766452:766608, ack 397, win 570, length 156
20:29:02.857178 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766608:766764, ack 397, win 570, length 156
20:29:02.857232 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766764:766920, ack 397, win 570, length 156
20:29:02.857345 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 729220, win 17974, length 0
20:29:02.857345 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 729844, win 17971, length 0
20:29:02.857345 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 730468, win 17976, length 0
20:29:02.857345 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 731092, win 17973, length 0
20:29:02.857345 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 732808, win 17976, length 0
20:29:02.857372 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 766920:767076, ack 397, win 570, length 156
20:29:02.857470 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 767076:767752, ack 397, win 570, length 676
20:29:02.857506 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 767752:767908, ack 397, win 570, length 156
20:29:02.857540 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 767908:768064, ack 397, win 570, length 156
20:29:02.857574 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768064:768220, ack 397, win 570, length 156
20:29:02.857608 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768220:768376, ack 397, win 570, length 156
20:29:02.857651 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768376:768532, ack 397, win 570, length 156
20:29:02.857698 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768532:768688, ack 397, win 570, length 156
20:29:02.857747 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768688:768844, ack 397, win 570, length 156
20:29:02.857792 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 768844:769000, ack 397, win 570, length 156
20:29:02.857828 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769000:769156, ack 397, win 570, length 156
20:29:02.857861 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769156:769312, ack 397, win 570, length 156
20:29:02.857895 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769312:769468, ack 397, win 570, length 156
20:29:02.857929 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769468:769624, ack 397, win 570, length 156
20:29:02.857962 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769624:769780, ack 397, win 570, length 156
20:29:02.857976 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 736084, win 17976, length 0
20:29:02.857976 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 736708, win 17973, length 0
20:29:02.857976 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 737332, win 17971, length 0
20:29:02.857976 IP 99.230.69.122.59547 > 159.203.27.150.22: Flags [.], ack 739100, win 17974, length 0
20:29:02.858055 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 769780:770352, ack 397, win 570, length 572
20:29:02.858105 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 770352:770508, ack 397, win 570, length 156
20:29:02.858144 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 770508:770664, ack 397, win 570, length 156
20:29:02.858193 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 770664:770820, ack 397, win 570, length 156
20:29:02.858242 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 770820:770976, ack 397, win 570, length 156
20:29:02.858283 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 770976:771132, ack 397, win 570, length 156
20:29:02.858317 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771132:771288, ack 397, win 570, length 156
20:29:02.858350 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771288:771444, ack 397, win 570, length 156
20:29:02.858383 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771444:771600, ack 397, win 570, length 156
20:29:02.858415 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771600:771756, ack 397, win 570, length 156
20:29:02.858448 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771756:771912, ack 397, win 570, length 156
20:29:02.858481 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 771912:772068, ack 397, win 570, length 156
20:29:02.858513 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772068:772224, ack 397, win 570, length 156
20:29:02.858547 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772224:772380, ack 397, win 570, length 156
20:29:02.858580 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772380:772536, ack 397, win 570, length 156
20:29:02.858612 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772536:772692, ack 397, win 570, length 156
20:29:02.858659 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772692:772848, ack 397, win 570, length 156
20:29:02.858698 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 772848:773004, ack 397, win 570, length 156
20:29:02.858731 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773004:773160, ack 397, win 570, length 156
20:29:02.858764 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773160:773316, ack 397, win 570, length 156
20:29:02.858798 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773316:773472, ack 397, win 570, length 156
20:29:02.858831 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773472:773628, ack 397, win 570, length 156
20:29:02.858864 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773628:773784, ack 397, win 570, length 156
20:29:02.859025 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773784:773940, ack 397, win 570, length 156
20:29:02.859079 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 773940:774096, ack 397, win 570, length 156
20:29:02.859127 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774096:774252, ack 397, win 570, length 156
20:29:02.859201 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774252:774408, ack 397, win 570, length 156
20:29:02.859318 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774408:774564, ack 397, win 570, length 156
20:29:02.859361 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774564:774720, ack 397, win 570, length 156
20:29:02.859397 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774720:774876, ack 397, win 570, length 156
20:29:02.859434 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 774876:775032, ack 397, win 570, length 156
20:29:02.859480 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775032:775188, ack 397, win 570, length 156
20:29:02.859516 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775188:775344, ack 397, win 570, length 156
20:29:02.859549 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775344:775500, ack 397, win 570, length 156
20:29:02.859584 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775500:775656, ack 397, win 570, length 156
20:29:02.859625 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775656:775812, ack 397, win 570, length 156
20:29:02.859660 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775812:775968, ack 397, win 570, length 156
20:29:02.859693 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 775968:776124, ack 397, win 570, length 156
20:29:02.859727 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776124:776280, ack 397, win 570, length 156
20:29:02.859759 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776280:776436, ack 397, win 570, length 156
20:29:02.859794 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776436:776592, ack 397, win 570, length 156
20:29:02.859829 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776592:776748, ack 397, win 570, length 156
20:29:02.859861 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776748:776904, ack 397, win 570, length 156
20:29:02.859894 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 776904:777060, ack 397, win 570, length 156
20:29:02.859928 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777060:777216, ack 397, win 570, length 156
20:29:02.859962 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777216:777372, ack 397, win 570, length 156
20:29:02.859995 IP 159.203.27.150.22 > 99.230.69.122.59547: Flags [P.], seq 777372:777528, ack 397, win 570, length 156
